"ID","Award Number","Project Title","Award Period","Project Director First Name","Project Director Middle Name","Project Director Last Name","Co-Project Director First Name","Co-Project Director Middle Name","Co-Project Director Last Name","Organization","Organization City","Organization State","Organization Postal Code","Organization Country","Year Awarded","Primary Humanities Discipline","Grant Program Name","Division or Office","Approved Outright Funds","Approved Matching Funds","Awarded Outright Funds","Awarded Matching Funds","Description"
45,"HAA-287925-22","Access to Every Page of a Woman’s Ancient Manuscript in Virtual Space","9/1/2022 - 8/31/2024","Lynn","S.","Dodd","Sabina","","Zonno","University of Southern California","Los Angeles","CA","90089-0012","USA","2022","Art History and Criticism","Digital Humanities Advancement Grants","Digital Humanities","150000","0","150000","0","<p>The further development of an immersive VR experience that allows users to explore and study an illuminated manuscript from the 15th century.</p><p>This embodied, interactive experience enables global audiences to explore and learn to handle an ancient, fragile Renaissance book while being immersed in the aural and spatial environment in which the manuscript was originally used. A key innovation is the true interactivity and material physics technology that enable people to actually turn and “feel” like they are turning parchment pages. This supports enhanced awareness of the risk of use-damage for ancient artifacts of cultural and historical interest. The virtual reality experience promotes engagement without damaging the originals and facilitates education, public programming, and humanities research and teaching in libraries, archives, museums, and colleges. This virtual reality project is a means both to preserve and promote access to and reading of a 15th-century illuminated, parchment Book of Hours that was owned by a woman associated with a community of lay women, and is now at the University of Southern California.</p>"
45,"HAA-287938-22","After Constable’s Clouds: Toward A Machine Learning Paradigm for Studying Pictorial Realism","9/1/2022 - 8/31/2025","Elizabeth","C.","Mansfield","James","Z.","Wang","Pennsylvania State University","University Park","PA","16802-1503","USA","2022","Art History and Criticism","Digital Humanities Advancement Grants","Digital Humanities","150000","0","149981","0","<p>The further development of computer vision methods to compare and classify features in paintings, specifically those from the Barbizon, Realist, and Impressionist traditions.</p><p>After Constable’s Clouds will use computer vision to enhance art historical understanding of 19th-century Realism. The emergence of Realism in French landscape painting is often linked to the 1824 exhibition in Paris of John Constable’s unidealized view of the English countryside, The Hay Wain. Viewers particularly noted the veracity of Constable’s clouds. Indeed, our computational research shows that Constable’s clouds are more closely modeled on the structure of actual clouds than those of his contemporaries, with French academician Pierre-Henri de Valenciennes a near rival. Valenciennes taught a generation of landscape artists, emphasizing the importance of plein-air sky studies, yet histories of French landscape tend to cast Constable as Realism’s catalyst. After Constable’s Clouds will test this historiography by using computer vision to classify and compare the clouds in paintings by Barbizon, Realist, and Impressionist painters with those of Constable and Valenciennes.</p>"
45,"HAA-287945-22","HistoryForge: Mapping Census Data to Visualize Local HIstory","10/1/2022 - 7/31/2024","Eve","","Snyder","","","","History Center in Tompkins County","Ithaca","NY","14850-4400","USA","2022","Public History","Digital Humanities Advancement Grants","Digital Humanities","145634.25","0","145634","0","<p>The development of new features and expansion of the user base for the free and open-source HistoryForge, a digital public humanities project that brings census records together with historical maps into one interface that fosters research and teaching of local histories.</p><p>HistoryForge is a digital application that combines historic maps with census records of the people who live in a community. The initial prototype visualizes the demographic data on searchable maps that allows users and institutions to more fully connect with primary source historical records. The proposed project expands the functionality of the HistoryForge prototype, and supports the further adoption by additional testing partners.</p>"
45,"HAA-287948-22","LEGAL LITERACIES FOR TEXT DATA MINING - CROSS BORDER (""LLTDM-X"")","9/1/2022 - 1/31/2024","Thomas","","Padilla","Rachael","","Samberg","Internet Archive","San Francisco","CA","94129-1711","USA","2022","Law and Jurisprudence","Digital Humanities Advancement Grants","Digital Humanities","49698","0","49059","0","<p>A series of roundtables and the development of case studies on ethical and legal issues for US-based humanities researchers around data mining of large-scale textual collections held outside of the United States.</p><p>Legal Literacies for Text Data Mining - Cross-Border (“LLTDM-X”) is a Level 1 Advancement Grant project addressing law and policy issues faced by U.S. digital humanities (DH) practitioners whose text data mining (TDM) research and practice intersects with foreign-held or -licensed content, or involves international collaborations. Through a series of virtual roundtables and accompanying legal research and analysis, LLTDM-X will surface these issues and distill preliminary guidance for navigating them—making possible future instruction modules to facilitate critical DH research. These outcomes achieve NEH Advancement Grant funding priorities of pursuing evaluations “that investigate the practices and the impact of digital scholarship on research, pedagogy, scholarly communication, and public engagement.”</p>"
45,"HAA-290317-23","Recovery Hub for American Women Writers","1/1/2023 - 12/31/2024","Jessica","","DeSpain","Margaret","","Smith","Southern Illinois University, Edwardsville","Edwardsville","IL","62026-0001","USA","2022","American Literature","Digital Humanities Advancement Grants","Digital Humanities","149611.85","0","149611","0","<p>The continued development and implementation of a digital recovery hub focused on surfacing the work of American women writers and promoting scholarship on their literary contributions.</p><p>The project team is seeking a Level II Digital Humanities Advancement Grant to fully implement a digital recovery hub (piloted under a Level I DHAG awarded in 2020) that will operate as a network of scholars grounded in diverse feminist and decolonizing methods under the umbrella of the Society for the Study of American Women Writers (SSAWW). The hub provides a much-needed infrastructure for project consultation and technical assistance for scholars engaged in the recovery of works by American women writers from all periods. The hub’s broader goals are to: 1) reinvigorate digital scholarship as a recovery method by extending traditional editing projects with network mapping, spatial analysis, and the distant reading of massive datasets; 2) provide support for projects at various levels; 3) act as a feminist peer reviewing body for in-process work; and 4) build a community of use to help recovery projects reach broader audiences through SSAWW’s membership and journal Legacy.</p>" "HAA-290339-23","Ars Antiqua Online: A Digital Edition of Thirteenth-Century Polyphony","1/1/2023 - 6/30/2025","Edward","","Latham","Solomon","","Guhl-Miller","Temple University","Philadelphia","PA","19122-6003","USA","2022","Music History and Criticism","Digital Humanities Advancement Grants","Digital Humanities","149680","0","149680","0","<p>The creation of a resource to transcribe early polyphonic music into standard notation and develop a corpus to allow scholars and students to search, compare, and analyze early music.</p><p>During the grant period we would: 1. create a free, open-access website on which to store what will eventually be approximately 110 organa, 460 clausulae, and 680 motets along with their rhythmic and melodic variants; 2. transcribe approximately a quarter of this music into modern notation (25 organa, 100 clausulae, 150 motets) presenting multiple plausible transcriptions of each work each of which will then be entered into the website as .xml files and then analyzed using MEI; 3. create an interface using Edirom and GET requests which will allow users to compare as many versions of a given work as desired, and allow them to create and print a hybrid edition which could combine several of the versions together according to the user''s specifications.</p>"
45,"HAA-290349-23","Literature in Context: An Open Anthology of Literature, 1400-1925","1/1/2023 - 12/31/2025","Christine","","Ruotolo","Tonya","","Howe","University of Virginia","Charlottesville","VA","22903-4833","USA","2022","British Literature","Digital Humanities Advancement Grants","Digital Humanities","303104","0","303104","0","<p>The continuing development of the open educational resource, Literature in Context, an open-access, curated, and classroom-sourced digital anthology of British and American literature in English in partnership with scholars and students from Marymount University.</p><p>We are applying for a Level III Grant to build out Literature in Context, a TEI-encoded digital anthology of literature in the English language from 1400 to 1925, designed for use by students, teachers, and the general public. Our project innovates by taking full advantage of the affordances of digitization to create an Open Educational Resource that incorporates interactivity, digitized page images of original editions, and other contextual materials, making it a true replacement for the costly print anthologies used in American and British literature survey courses across the globe.</p>"
45,"HAA-290356-23","A Platform for Digitally Transcribing and Archiving Hindustani Music","1/1/2023 - 12/31/2024","Dard","","Neuman","","","","Regents of the University of California, Santa Cruz","Santa Cruz","CA","95064-1077","USA","2022","Music History and Criticism","Digital Humanities Advancement Grants","Digital Humanities","149998","0","149064","0","<p>Further work on a platform that enables users to transcribe, archive, and study non-Western music.</p><p>This proposal is to support the continued development of an “interactive digital transcription platform” (IDTP). The IDTP is a web-based application that allows for the digital transcription, archiving, sharing, and analysis of audio recordings of oral melodic and improvisational traditions, with a first focus on Hindustani music.</p>" "HAA-290367-23","Mapping Color in History","1/1/2023 - 12/31/2025","Jinah","","Kim","Rashmi","","Singhal","President and Fellows of Harvard College","Cambridge","MA","02138-3800","USA","2022","Art History and Criticism","Digital Humanities Advancement Grants","Digital Humanities","349143","0","349143","0","<p>The continued development of the Mapping Color in History (MCH) portal that allows scholars to analyze and compare pigment data from historical paintings.</p><p>Mapping Color in History [MCH] brings together the scientific data drawn from existing and on-going material analyses of pigments in Asian painting in a historical perspective.  As a digital portal with a searchable online database, MCH does not only document pigments and their material properties, but also enable an in-depth historical analysis of pigment data through a search tool that identifies specific examples and their locations in both time and space. By developing a database ontology that can bring together fragmentary and uneven data with complex lateral and hierarchical relationships and by compiling pigment analysis data and deep historical research in a systematic manner, MCH enables truly interdisciplinary research and collaboration, connecting humanists and scientists.</p>" "HAA-290373-23","World Historical Gazetteer: Toward a Digital Epistemology of Place","1/1/2023 - 12/31/2025","Ruth","","Mostern","","","","University of Pittsburgh","Pittsburgh","PA","15260-6133","USA","2022","History, Other","Digital Humanities Advancement Grants","Digital Humanities","349797","50000","349797","0","<p>Expansion, development, and outreach of the World Historical Gazetteer, a comprehensive digital resource linking significant global place names over time used for researching and teaching world history.</p><p>This proposal is to develop infrastructure, content and sustainable governance for Version 3 of World Historical Gazetteer (WHG), a platform for linking knowledge about the past via place. WHG is a powerful tool for scholarly collaboration and crucial backend architecture for named entity recognition, digital mapping and library search. This grant will allow WHG to more than double in size and expand its multivalent and multilingual records; to perform enhancements to support teaching and dataset submission; to foster communities of board members, scholars, learners and developers; and to become financially sustainable. We aim to ensure widespread use, institute scholarly peer review and promote open-source development. WHG is the only digital humanities project developing tools, platforms, content, and community for the history of place at the global scale. It enhances and integrates other spatial history projects and fosters a humanistic approach to place beyond historical GIS.</p>" "HAA-290374-23","BERT for Humanists","1/1/2023 - 12/31/2025","Matthew","","Wilkens","David","","Mimno","Cornell University","Ithaca","NY","14850-2820","USA","2022","Literature, General","Digital Humanities Advancement Grants","Digital Humanities","349987","0","286903","0","<p>The development of case studies about and professional development workshops on the use of BERT (Bidirectional Encoder Representations from Transformers) for humanities scholars and students interested in large-scale text analysis.</p><p>Large language models (LLMs) have revolutionized natural language processing since their introduction in 2018. By combining huge numbers of parameters with vast text collections, pre-trained LLMs offer advanced general-purpose language understanding off-the-shelf. As powerful as LLMs can be, however, we have seen clear examples of the problems that arise from a lack of good humanities-focused resources to interpret their outputs and to guide scholars in the field. The BERT for Humanists project produces research, training, and tools to inform, empower, and inspire humanities scholars to use LLMs in their disciplines in creative new ways. Together, the products of BERT for Humanists provide an intellectual framework for understanding and evaluating new computational language technologies, so that humanists can use — and critique, as appropriate — both the current generation of LLMs and their rapidly evolving successors.</p>" "HAA-290378-23","The Virtual Viking Longship Project: A Study in the Future of Liberal Arts Teaching and Research","1/1/2023 - 12/31/2024","David","","Neville","Austin","","Mason","Grinnell College","Grinnell","IA","50112-2227","USA","2022","Medieval Studies","Digital Humanities Advancement Grants","Digital Humanities","46136","0","46136","0","<p>The development of a virtual reality model of a Viking Age longship with a team of undergraduate researchers. The project team will document the workflow and learning outcomes to share with other undergraduate institutions.</p><p>This project explores and tests strategies for integrating undergraduate student learning and labor in the development of long-term Digital Humanities (DH) research projects. Combining the strengths of two leading liberal arts colleges with the multidisciplinary affordances of virtual reality (VR) technologies, the project aims to create an immersive VR experience for visualizing the social and cultural roles of a Viking Age longship by forming a DH community of inquiry and practice that cultivates deep competencies in spatial computing within the context of a liberal arts education. Student co-authored outcomes will include: (1) an open-source minimum viable product (MVP) VR experience made in consultation with museum partners in the US and Europe; (2) experience design document outlining future development; (3) presentations on our findings at major DH and History conferences; and (4) open-access article detailing the project's strategies and recommended best practices.</p>"
45,"HAA-290380-23","Community Heritage Empowerment Toolkit (CHET): A Standards-Based Toolkit for Documenting a Structure’s Life History for Grassroots Heritage Preservation Organizations","10/1/2023 - 3/31/2026","Lori","C.","Walters","Joseph","","Kider","University of Central Florida Board of Trustees","Orlando","FL","32816-8005","USA","2022","U.S. History","Digital Humanities Advancement Grants","Digital Humanities","149476","0","149476","0","<p>The Community Heritage Empowerment Toolkit (CHET) project will create a prototype serves standards-based toolkit, consisting of video, written, and aural guides, instructing grassroots heritage preservation organizations how to document a structure’s Life History.  Often the community preservationists who have the desire and time to do this recordation possess limited technical expertise or lack sufficient funding to purchase specialized equipment.  There is one ubiquitous and empowering device that has the capability to change this: the smartphone.  CHET will provide a comprehensive yet accessible smartphone-enabled digital recordation toolkit enabling the completion of small and medium-scale digital documentation projects.  This will empower the entire community to actively participate in preservation and expand information capture locally.</p>" "HAA-290382-23","Immersive Digital History Trails: A New Platform for Place-Based Interpretation with Working Prototypes for the History of Jazz, Baseball, and BBQ in Kansas City","3/1/2023 - 6/30/2025","David","J.","Trowbridge","Diane","Louise","Mutti Burke","University of Missouri, Kansas City","Kansas City","MO","64110-2235","USA","2022","Public History","Digital Humanities Advancement Grants","Digital Humanities","149855","0","149855","0","<p>Development of a location-based notification system that will be tested through the creation of three new heritage tours in Kansas City, and then deployed for the 1400+ local history trails within the Clio website. </p><p>Working with a diverse team of scholars, software developers, and organizations, our team will develop and test a new interpretive platform in Clio that will connect the public to humanities scholarship as they explore thematic three Kansas City history trails centered on jazz, baseball, and barbecue. The centerpiece of this prototyping project is the creation of a two-way geofencing system that will offer location-based media on the user's mobile device as they move along the trail while also sending a Bluetooth signal that triggers events within the user’s physical surroundings. Our team will add more accessibility features and user options during the grant period that will enhance the 1400 existing trails and walking tours in Clio.</p>" "HAA-290389-23","Community Conversations: A Digitized Cultural Preservation Project in the United States Virgin Islands","1/1/2023 - 12/31/2024","Thalassa","","Tonks","Molly","","Perry","University of the Virgin Islands","Charlotte Amalie","VI","00802-6004","USA","2022","Cultural History","Digital Humanities Advancement Grants","Digital Humanities","50000","0","50000","0","<p>The planning and development of a digital archive of oral histories of community members, built by faculty and students at the University of the Virgin Islands.</p><p>This project will engage University of the Virgin Islands students in Service Learning by training them in best practices of oral history research, collection, preservation, public engagement and linguistic practices, awareness, and recording.  Oral history collection develops students’ critical communication capacities and analytical skills, while also helping to preserve the rich history, languages, and cultures of the Virgin Islands community.  This funding will enable a team of UVI faculty members to continue to train and engage a young generation to contribute meaningfully to humanities projects on St. Croix, St. John, St. Thomas, and Water Island. This grant will allow students to further contribute to the preservation of these stories by transcribing and editing the videos to be uploaded into an online public access website, so that other researchers around the world gain appreciation for the history and cultures of the US Virgin Islands.</p>" "HAA-290391-23","Manifest:  Digital Humanities Platform for the Critical Study of Logistics","2/1/2023 - 12/31/2024","Matthew","","Hockenberry","Colette","","Perold","Fordham University","Bronx","NY","10458-9993","USA","2022","Communications","Digital Humanities Advancement Grants","Digital Humanities","49926","0","49926","0","<p>Research and testing of the Manifest platform designed to support humanities research of supply chains and commodities. </p><p>While of significant social and environmental importance, global supply chains are both complex and opaque. Understanding the impact of these networks is challenging. Manifest is a digital humanities project designed to allow researchers in the humanities to produce critical accounts of global logistical operation and to communicate the impact of supply chains on society. This proposal will form a research network around Manifest's open-source, web-based platform for the critical analysis of supply chains, production lines, and trade networks. Based on case studies implemented on the Manifest platform by members of the research network, the project will construct a comprehensive research guide and curriculum for the critical study of logistics in the humanities.</p>"
45,"HAA-290392-23","DHRIFT: Digital Humanities Resource Infrastructure for Teaching Technology","1/1/2023 - 12/31/2025","Lisa","M.","Rhody","Stephen","","Zweibel","CUNY Research Foundation, Graduate School and University Center","New York","NY","10016-4309","USA","2022","Interdisciplinary Studies, General","Digital Humanities Advancement Grants","Digital Humanities","349887","0","349887","0","<p>The continued development of the Digital Humanities Resource Infrastructure for Teaching Technology (DHRIFT) platform to provide technical training in digital humanities methodologies with a particular focus on faculty and staff for historically under-resourced institutions. </p><p>Access to technical training in the digital humanities is inequitably distributed, especially among historically underserved institutions. Since 2018, and with funding provided by two NEH-funded IATDH grants, the Graduate Center, CUNY has supported development of over 30 local DH institutes and intensives by training 48 DH practitioners as part of the Digital Humanities Research Institute (DHRI). Building on the demonstrated success of these approaches, GCDI proposes a social and infrastructural intervention, Digital Humanities Resource Infrastructure for Teaching Technology (DHRIFT), to provide pedagogical support to a wider DH community. DHRIFT is conceived around flexible infrastructure for deployable sites—DHRIFT Core—that can be readily set up at local institutions and which provide ready-to-teach OERs and additional functionality to support DH pedagogy. By building community, curriculum, and infrastructure, DHRIFT aims to facilitate the more equitable development of DH skills.</p>"
45,"HAA-290396-23","The Game and Interactive Software Scholarship Toolkit: Expanding Software Citation and Reference","1/1/2023 - 12/31/2024","Eric","","Kaltman","Joseph","","Osborn","California State University, Channel Islands","Camarillo","CA","93012-8599","USA","2022","Media Studies","Digital Humanities Advancement Grants","Digital Humanities","146605","0","107823.84","0","<p>The creation of an open-source platform and tools to facilitate retrieving, using, and studying historical software.</p><p>The Game and Interactive Software Scholarship Toolkit (GISST) is a platform for managing the citation and reference of software objects, their run-time states, and performances of their functionality by users. GISST is designed to lower the technical burden for scholars interested in interpreting historical software by making emulated systems more accessible, searchable, and shareable.</p>" "HAA-290402-23","Democratizing digital lexicography: an infrastructure to facilitate the creation and dissemination of electronic dictionaries.","1/1/2023 - 3/31/2024","Ligeia","","Lugli","Regiani","Aparecida","Santos-Zacarias","Mangalam Centers","Berkeley","CA","94704-1418","USA","2022","Linguistics","Digital Humanities Advancement Grants","Digital Humanities","50000","0","50000","0","<p>A series of virtual planning meetings for the development of a prototype platform for builders of digital lexical resources and dictionaries for under resourced languages.</p><p>The project supports the creation and dissemination of digital dictionaries for low-resource languages. With many world languages at risk of extinction, online dictionaries & glossaries are increasingly crucial. Unfortunately, the languages most in need of such resources have the biggest challenges. The availability of digital infrastructure for a language is proportional to its representation - the more data that is available in digital format, the easier it becomes to automatically process it. Conversely, the less a language/culture is represented online, the higher the costs of retrieving and processing data about it. We propose to prototype a digital infrastructure that can help redress this inequality by drastically reducing the costs/technical expertise required to create, publish and maintain online dictionaries. A series of iterative development cycles will bring together user-testers, identify their needs, and prepare an alpha-prototype application to address these needs.</p>"
45,"HAA-293142-23","PHAROS: Explore, Connect and Contextualize Art Histories","10/1/2023 - 9/30/2026","Louisa","Wood","Ruby","","","","PHAROS: The International Photo Archives Association","Brooklyn","NY","11215-2901","USA","2023","Art History and Criticism","Digital Humanities Advancement Grants","Digital Humanities","349650","50000","349650","0","<p>The creation of a digital research platform and tools for accessing and studying photographic archives spanning a total of fourteen collections.</p><p>PHAROS: The International Association of Photo Archives, a collaboration between fourteen North American and European art historical photo archives, aims to create an open and freely accessible digital research platform allowing for comprehensive and consolidated access to photo archive images and associated scholarly documentation. Following a three-year Mellon grant to build a pilot, support from the NEH will enable the platform to move into production and make the project sustainable. The planned work will result in a robust, scalable, and seamless research platform for art historians, digital humanists, data scientists, and the general public. The semantically enriched and structured data can contribute to a vibrant culture of open scholarship and collaboration among researchers from multiple disciplines, disrupting barriers that have been posed by the difficulties of navigating proprietary art historical databases in which information is siloed.</p>"
45,"HAA-293210-23","Early Modern Digital Itineraries: Workshops for a Data-Driven Approach to Premodern Travel","10/1/2023 - 1/31/2025","Rachel","","Midura","","","","Virginia Tech","Blacksburg","VA","24061-2000","USA","2023","History, General","Digital Humanities Advancement Grants","Digital Humanities","74281","0","74281","0","<p>A series of workshops for digital humanities scholars of early modern Europe to establish a professional network of researchers on premodern digital, spatial history and explore how geographical information found in primary sources such as letters and journal can be extracted and mapped to trace the movement of people and goods. </p><p>We propose a Level 1 grant to support three workshops and a conference October 2023-September 2024. An expert advisory board and diverse cohort of participants will build upon a shared foundation: the EmDigIt database of itineraries. Listed routes structured navigation of space from antiquity through the eighteenth century, yet have rarely been studied, nor visualized for a wider public. The database transforms 86 itineraries printed between 1545-1761 in English, Italian, French, German, Spanish and Polish languages into structured data for the first time. Participants will collaborate on research questions using the EmDigIt data over the course of the year. A final meeting in summer 2024 will take place in conjunction with the Alliance of Digital Humanities Organizations DH Conference in Washington D.C. A public white paper will provide a state-of-the-field of digital, spatial history and blueprint for an EmDigIt web platform.</p>"
45,"HAA-293389-23","Reco(r)ding CripTech: Rendering Artifacts of Process Legible and Accessible in an Online Archive","10/1/2023 - 6/30/2025","Veronica","","Stanich","Daragh","","Byrne","Regents of the University of Michigan","Ann Arbor","MI","48109-1015","USA","2023","Interdisciplinary Studies, Other","Digital Humanities Advancement Grants","Digital Humanities","75000","0","74901","0","<p>The planning and prototyping of accessibility features for the <em>Ground Works</em> scholarly journal to develop a series of recommendations for how publishing digital art historical journals can sensitively work with the artistic production of disabled artists.</p><p><em>Ground Works</em>, a platform for interdisciplinary research, is creating an online archive called Reco(r)ding CripTech that documents the collaborative processes of six disabled artists focused on disability innovation and aesthetic access. The archive will include the artifacts of the artists’ processes. We will explore best practices for the preparation, accessibility, representation, deposit, and citation of these items in an online archive, through the following key activities 1) creating a prototype archive. 2) a workshop with humanities scholars to test the usability, accessibility, and legibility of the archive.  3) creation of a set of best practice guidelines for such an archive. The outcomes will be a prototype archive of practice products, available to humanities scholars and digital scholarly publishers for use and feedback, and a draft outline of best practices for the online archiving of these rich-media non-scholarly artifacts.</p>"
45,"HAA-293399-23","The Klezmer Archive Project","10/1/2023 - 9/30/2025","Christina","","Crowder","","","","Klezmer Institute, Inc.","Yonkers","NY","10702-1175","USA","2023","Ethnomusicology","Digital Humanities Advancement Grants","Digital Humanities","150000","0","150000","0","<p>The continued development of a digital archive and tools for researching klezmer music. </p><p>The Klezmer Archive (KA) project is creating a universally accessible, useful digital archival tool for interaction, discovery, and research on available information about klezmer music and its network of contemporary and historical people.</p>"
45,"HAA-293408-23","Bridge Readability Tools for Historical Language Text Analysis and Data-Informed Pedagogy","10/1/2023 - 9/30/2025","Bret","Edmund","Mulligan","Patricia","","Guardiola","Haverford College","Haverford","PA","19041-1392","USA","2023","Classical Languages","Digital Humanities Advancement Grants","Digital Humanities","148015","0","148015","0","<p>The further development of The Bridge Readability Tools platform for analyzing and teaching ancient Greek and Latin texts.</p><p>The Bridge Readability Tools Project will develop three pedagogical and scholarly tools for The Bridge, an existing digital ecosystem that supports the encoding and reading of Ancient Greek and Latin at the secondary, collegiate, and professional levels. These independent tools, which will form a mutually-supporting suite of Bridge Readability Tools, will (1) produce practical analyses of textual difficulty (i.e., readability) for the hundreds of texts in the Bridge Corpus via Bridge/Stats; (2) facilitate data-informed language syllabus and curriculum construction via Bridge/Oracle, which will help instructors, students, and independent learners discover readable texts and plan data-supported curricula, fostering more efficient acquisition of historical languages; (2) democratize and accelerate the accurate encoding of Latin texts from classical antiquity to the modern period via the Bridge/Lemmatizer2 tool.</p>"
45,"HAA-293423-23","STiCH: Collections Tools for Climate Action","10/1/2023 - 9/30/2025","Tiffani","","Emig","","","","FAIC","Washington","DC","20005-1704","USA","2023","Interdisciplinary Studies, General","Digital Humanities Advancement Grants","Digital Humanities","349293","0","315199","0","<p>The further development of the Sustainability Tools in Cultural Heritage (STiCH) Carbon Calculator, a computational analysis and modeling platform to assist heritage professionals in determining the carbon footprint of the materials used for the preservation and exhibition of cultural resources. </p><p>The Foundation for Advancement in Conservation (FAIC) will refine the Sustainability Tools in Cultural Heritage (STiCH) Carbon Calculator; a free, open-access, digital tool designed to empower professionals with information to make climate-conscious materials choices for treatment, display, and transportation of cultural heritage. NEH Tier I and II Research and Development Grants (2017-2022) supported building the STiCH calculator software, data sheets, and website. STiCH uses Life Cycle Assessment (LCA), a science-based environmental modeling tool, to calculate the carbon footprint of materials. A key finding of Held in Trust (HIT), a partnership between NEH and FAIC to evaluate the state of preservation in the US, identified the importance of addressing the effects of climate change in the heritage sector. In this Level III NEH Grant, user-led evaluations guide redesigning the STiCH Carbon Calculator and producing tutorials aimed at changing behaviors towards climate action.</p>"
45,"HAA-293439-23","Mainstreet 360°: An Application for Georeferencing and Layering Historical Photos in a Digital Archive","10/1/2023 - 7/31/2025","Bettina","","Fabos","John","","DeGroote","University of Northern Iowa","Cedar Falls","IA","50614-0001","USA","2023","Public History","Digital Humanities Advancement Grants","Digital Humanities","149619","0","149619","0","<p>The design and development of a prototype open-source tool for 360° mapping of historical photographs. </p><p>Our team proposes research and development on an augmented reality mapping application for the Fortepan.us digital photo archival platform. The application will display superimposed geolocated historical photos onto a modern-day 360° streetscape (like an open source “Google Historical Street View”). Our intent is to match historical photos of American campuses and main streets to the very place and perspective from which the photographer captured the original photograph, and display the photos, decade by decade (e.g., 1900, 1910, 1920), in a customized historical “Mainstreet 360°” street view. We also aim to provide a means for interpreting the augmented reality historical scenes through text fields for each decade and small pop up info boxes atop photographs. We will present 2 workshops (1 virtual), create a “how-to” video series, and promote the app at conferences. Our final aim: demystify 360° imaging and empower cultural heritage institutions to use this easy, powerful visual tool.</p>"
45,"HAA-293452-23","GeoPACHA 2.0: Large-Scale Archaeological Imagery Survey Through Human-Machine Teaming","10/1/2023 - 9/30/2026","Steven","Arlyn","Wernke","N. Parker","","VanValkenburgh","Vanderbilt University","Nashville","TN","37203-2416","USA","2023","Archaeology","Digital Humanities Advancement Grants","Digital Humanities","348190","0","348190","0","<p>The further development and expansion of an existing platform to enable large-scale Artificial Intelligence-assisted surveys of archaeological sites. </p><p>Archaeology contributes unique insights into the human story across many scales, but the field’s traditional methods are not well-suited for working beyond the scale of small regions. We employ digital methods to document archaeological landscapes across regions, in our NEH ODH-sponsored webapp GeoPACHA: Geospatial Platform for Andean Culture, History, and Archaeology. In this three year project, we will revise the GeoPACHA codebase to enable AI-assisted archaeological imagery survey, and refine our deep learning models for archaeological feature detection, which leverage the large set of human-tagged features previously registered on GeoPACHA. We will then conduct an autonomous survey of satellite imagery across the central Andes. Our network of regional experts and their diverse student surveyors will then edit and enrich these AI-generated datasets via GeoPACHA 2.0, in a human-machine teaming effort that will result in the largest imagery survey in the western hemisphere.</p>"
45,"HAA-293454-23","Prototyping a Digital Tool for Computer-Assisted Annotation and Analysis of Music Performance","10/1/2023 - 9/30/2025","Yucong","","Jiang","","","","University of Richmond","Richmond","VA","23173-0001","USA","2023","Music History and Criticism","Digital Humanities Advancement Grants","Digital Humanities","74973","0","74973","0","<p>The development of tools to automatically align musical performances and scores that will allow users to analyze performances and scores simultaneously and at scale. </p><p>Vast troves of both sound recordings and musical scores have become widely available in the digital era, but drawing connections between these two mediums to develop insights about performance style and artistic expression has remained difficult and time-consuming. This project develops a prototype of an open-source software tool to facilitate studying recorded music performances. Our tool will assist music scholars, archivists, and enthusiasts in complex musical analysis by both streamlining their workflows and expanding their capabilities, enhanced by advanced AI technologies and an easy-to-use graphical interface, without requiring programming experience. To optimize usability, our software design will be informed by real-world experts and prospective users. This tool will enable users to examine performances and scores in a single integrated process, scale up existing research, and open up transformative new approaches to musicology and music theory research.</p>"
45,"HAA-293472-23","Communicating Revealed Texts: Best Practices for Born-Digital Editions Using Enhanced Imaging","10/1/2023 - 1/31/2025","Paul","Chandler","Dilley","William","Brent","Seales","University of Iowa","Iowa City","IA","52242-1320","USA","2023","Ancient Languages","Digital Humanities Advancement Grants","Digital Humanities","75000","0","75000","0","<p>The creation of a working group of scholars using non-invasive imaging methods to analyze ancient manuscripts.</p><p>Over the past two decades, much progress has been made in non-invasive imaging techniques to reveal unreadable text, especially in multispectral (MSI) imaging to bring out erased or faded writing, and in micro-CT, to reveal writing in unopened manuscripts. This grant will establish a working group of 13 scholars, curators, and metadata specialists who are currently using enhanced images of ancient manuscripts, from the Dead Sea Scrolls to the Herculaneum Papyri, the Living Gospel of Mani, and Old Nubian literature. Through a series of monthly Zoom meetings and a summer workshop at the University of Iowa Center for the Book, we will establish best practices for born-digital editions of texts using enhanced images, to show how transcribed text fits into the structure of an imaged manuscript, even if not visible to the naked eye, and to link editorial transcription choices to particular images, enabling others to make an informed, critical reading of these otherwise inaccessible writings.</p>"
